Fixed_Question_Equation,Fixed_Question_Answer,Question,Fixed_Question,Question_Digits,Decimal_Question,Question_Steps,Question_Information_Irrelevance,Question_Length,Question_Length_Cateogry
x=+86-25,61,Sam has 86 yellow and 20 green marbles. Joan took 25 of Sam's yellow marbles. How many yellow marbles does Sam now have?,Sam has 86 yellow and 20 green marbles. Joan took 25 of Sam's yellow marbles. How many yellow marbles does Sam now have?,2,0,1,2,120,B. 100<=x<200
x=+97-15,82,Dan had 97 baseball cards and 8 were torn. Sam bought 15 of Dan's baseball cards. How many baseball cards does Dan have now?,Dan had 97 baseball cards and 8 were torn. Sam bought 15 of Dan's baseball cards. How many baseball cards does Dan have now?,2,0,1,2,124,B. 100<=x<200
x=+41+57,98,There are 41 short trees and 44 tall trees currently in the park. Park workers will plant 57 short trees today. How many short trees will the park have when the workers are finished?,There are 41 short trees and 44 tall trees currently in the park. Park workers will plant 57 short trees today. How many short trees will the park have when the workers are finished?,2,0,1,2,182,B. 100<=x<200
x=+25+32,57,Alyssa picked 25 limes and Mike picked 32 limes. Tom picked 12 plums. How many limes were picked in all?,Alyssa picked 25 limes and Mike picked 32 limes. Tom picked 12 plums. How many limes were picked in all?,2,0,1,2,104,B. 100<=x<200
x=+679-172,507,Tim found 679 seashells and 110 starfish on the beach. He gave 172 of the seashells to Sara. How many seashells does Tim now have?,Tim found 679 seashells and 110 starfish on the beach. He gave 172 of the seashells to Sara. How many seashells does Tim now have?,3,0,1,2,130,B. 100<=x<200
x=+139+131,270,There are 139 erasers and 118 scissors in the drawer. Jason placed 131 erasers in the drawer. How many erasers are now there in total?,There are 139 erasers and 118 scissors in the drawer. Jason placed 131 erasers in the drawer. How many erasers are now there in total?,3,0,1,2,134,B. 100<=x<200
x=+123+104,227,Mike picked 123 oranges and Melanie picked 104 oranges. Fred picked 130 apples. How many oranges were picked in total?,Mike picked 123 oranges and Melanie picked 104 oranges. Fred picked 130 apples. How many oranges were picked in total?,3,0,1,2,118,B. 100<=x<200
x=+695-133,562,Joan had 695 Pokemon cards and 6 were torn. Sara bought 133 of Joan's Pokemon cards. How many Pokemon cards does Joan have now?,Joan had 695 Pokemon cards and 6 were torn. Sara bought 133 of Joan's Pokemon cards. How many Pokemon cards does Joan have now?,3,0,1,2,127,B. 100<=x<200
x=+113+129,242,Sally grew 113 turnips and 118 pumpkins. Mary grew 129 turnips. How many turnips did they grow in total?,Sally grew 113 turnips and 118 pumpkins. Mary grew 129 turnips. How many turnips did they grow in total?,3,0,1,2,104,B. 100<=x<200
x=+792-233,559,Sara has 792 black and 122 red marbles. Fred took 233 of Sara's black marbles. How many black marbles does Sara now have?,Sara has 792 black and 122 red marbles. Fred took 233 of Sara's black marbles. How many black marbles does Sara now have?,3,0,1,2,121,B. 100<=x<200
x=+864-395,469,"Joan's high school played 864 baseball games this year, 128 of the games were played at night. She attended 395 games. How many baseball games did Joan miss?","Joan's high school played 864 baseball games this year, 128 of the games were played at night. She attended 395 games. How many baseball games did Joan miss?",3,0,1,2,157,B. 100<=x<200
x=+112+105,217,There are 112 short trees and 119 tall trees currently in the park. Park workers will plant 105 short trees today. How many short trees will the park have when the workers are finished?,There are 112 short trees and 119 tall trees currently in the park. Park workers will plant 105 short trees today. How many short trees will the park have when the workers are finished?,3,0,1,2,185,B. 100<=x<200
x=+783-271,512,Sara had 100 pennies and 783 quarters in her bank. Her dad borrowed 271 quarters from Sara. How many quarters does she have now?,Sara had 100 pennies and 783 quarters in her bank. Her dad borrowed 271 quarters from Sara. How many quarters does she have now?,3,0,1,2,128,B. 100<=x<200
x=+9-3,6,A restaurant made 9 hamburgers and 4 hot dogs to serve during lunch. Only 3 hamburgers were actually served. How many hamburgers were over?,A restaurant made 9 hamburgers and 4 hot dogs to serve during lunch. Only 3 hamburgers were actually served. How many hamburgers were over?,1,0,1,2,139,B. 100<=x<200
x=+7-3,4,Melanie picked 7 plums and 4 oranges from the orchard. She gave 3 plums to Sam. How many plums does she have now?,Melanie picked 7 plums and 4 oranges from the orchard. She gave 3 plums to Sam. How many plums does she have now?,1,0,1,2,113,B. 100<=x<200
x=+6-2,4,There are 6 short bushes and 4 tall trees currently in the park. Park workers had to cut down 2 short bushes that were damaged. How many short bushes will the park have when the workers are finished?,There are 6 short bushes and 4 tall trees currently in the park. Park workers had to cut down 2 short bushes that were damaged. How many short bushes will the park have when the workers are finished?,1,0,1,2,199,B. 100<=x<200
x=+8-4,4,"There were a total of 8 football games this year, 4 are played at night. Keith missed 4 of the games. How many football games did Keith go to in total?","There were a total of 8 football games this year, 4 are played at night. Keith missed 4 of the games. How many football games did Keith go to in total?",1,0,1,2,151,B. 100<=x<200
x=+9-4,5,There are 9 pencils and 4 rulers in the drawer. Sally took 4 pencils out of the drawer. How many pencils are there now?,There are 9 pencils and 4 rulers in the drawer. Sally took 4 pencils out of the drawer. How many pencils are there now?,1,0,1,2,119,B. 100<=x<200
x=+7-3,4,Jason has 7 violet balloons and 4 red balloons. He lost 3 of the violet balloons. How many violet balloons does Jason have now?,Jason has 7 violet balloons and 4 red balloons. He lost 3 of the violet balloons. How many violet balloons does Jason have now?,1,0,1,2,127,B. 100<=x<200
x=+7-4,3,Dan had 7 potatoes and 4 cantelopes in the garden. The rabbits ate 4 of the potatoes. How many potatoes does Dan now have?,Dan had 7 potatoes and 4 cantelopes in the garden. The rabbits ate 4 of the potatoes. How many potatoes does Dan now have?,1,0,1,2,122,B. 100<=x<200
x=+8-4,4,Sara had 4 quarters and 8 dimes in her bank. Her sister borrowed 4 dimes. How many dimes does Sara have now?,Sara had 4 quarters and 8 dimes in her bank. Her sister borrowed 4 dimes. How many dimes does Sara have now?,1,0,1,2,108,B. 100<=x<200
x=+8-4,4,Sandy's dog had 8 puppies and 4 had spots. She gave 4 to her friends. How many puppies does she now have?,Sandy's dog had 8 puppies and 4 had spots. She gave 4 to her friends. How many puppies does she now have?,1,0,1,2,105,B. 100<=x<200
x=+6-4,2,"Mike found 6 seashells and 4 starfish, but 4 of the seashells were broken. How many unbroken seashells did Mike find?","Mike found 6 seashells and 4 starfish, but 4 of the seashells were broken. How many unbroken seashells did Mike find?",1,0,1,2,117,B. 100<=x<200
x=+30-18,12,Melanie had 30 baseball cards and 9 were torn. Sara bought 18 of Melanie's baseball cards. How many baseball cards does Melanie have now?,Melanie had 30 baseball cards and 9 were torn. Sara bought 18 of Melanie's baseball cards. How many baseball cards does Melanie have now?,2,0,1,2,137,B. 100<=x<200
x=+35-28,7,Sara picked 35 pears and 27 apples from the orchard. She gave 28 pears to Dan. How many pears does Sara have?,Sara picked 35 pears and 27 apples from the orchard. She gave 28 pears to Dan. How many pears does Sara have?,2,0,1,2,109,B. 100<=x<200
x=+35-27,8,"Jessica grew 35 watermelons and 30 carrots, but the rabbits ate 27 watermelons. How many watermelons does Jessica have?","Jessica grew 35 watermelons and 30 carrots, but the rabbits ate 27 watermelons. How many watermelons does Jessica have?",2,0,1,2,119,B. 100<=x<200
x=+35-17,18,Nancy found 35 seashells and 25 starfish on the beach. She gave 17 of the seashells to Jason. How many seashells does Nancy now have?,Nancy found 35 seashells and 25 starfish on the beach. She gave 17 of the seashells to Jason. How many seashells does Nancy now have?,2,0,1,2,133,B. 100<=x<200
x=+47-24,23,Joan has 47 green and 48 red marbles. Fred took 24 of Joan's green marbles. How many green marbles does Joan now have?,Joan has 47 green and 48 red marbles. Fred took 24 of Joan's green marbles. How many green marbles does Joan now have?,2,0,1,2,118,B. 100<=x<200
x=+42-13,29,There are 42 walnut trees and 12 orange trees currently in the park. Park workers had to cut down 13 walnut trees that were damaged. How many walnut trees will be in the park when the workers are finished?,There are 42 walnut trees and 12 orange trees currently in the park. Park workers had to cut down 13 walnut trees that were damaged. How many walnut trees will be in the park when the workers are finished?,2,0,1,2,205,C. x>=200
x=+31-20,11,Sandy had 36 pennies and 31 nickels in her bank. Her dad borrowed 20 nickels from Sandy. How many nickels does she have now?,Sandy had 36 pennies and 31 nickels in her bank. Her dad borrowed 20 nickels from Sandy. How many nickels does she have now?,2,0,1,2,124,B. 100<=x<200
x=+34-22,12,There are 34 pencils and 49 crayons in the drawer. Dan took 22 pencils from the drawer. How many pencils are now in the drawer?,There are 34 pencils and 49 crayons in the drawer. Dan took 22 pencils from the drawer. How many pencils are now in the drawer?,2,0,1,2,127,B. 100<=x<200
x=+12.32+11.54,23.86,"Sally paid $ 12.32 total for peaches, after a 3 dollar coupon and $ 11.54 for cherries. In total, how much money did Sally spend?","Sally paid $ 12.32 total for peaches, after a 3 dollar coupon and $ 11.54 for cherries. In total, how much money did Sally spend?",4,1,1,2,129,B. 100<=x<200
x=+11.76+14.54,26.3,Dan spent $ 11.76 on a snake toy and a cage cost him $ 14.54. Dan also found a dollar bill on the ground. What was the total cost of Dan's purchases?,Dan spent $ 11.76 on a snake toy and a cage cost him $ 14.54. Dan also found a dollar bill on the ground. What was the total cost of Dan's purchases?,4,1,1,1,149,B. 100<=x<200
x=+13.04+12.27,25.31,"Mary went to the mall. She spent $ 13.04 on a shirt and $ 12.27 on a jacket. She went to 2 shops. In total, how much money did Mary spend on clothing?","Mary went to the mall. She spent $ 13.04 on a shirt and $ 12.27 on a jacket. She went to 2 shops. In total, how much money did Mary spend on clothing?",4,1,1,2,150,B. 100<=x<200
x=+130.3+11.24,141.54,Dan joined his school's band. He bought a clarinet for $ 130.30 and a song book which was $ 11.24. Dan found $ 12.32 in his pocket. How much did Dan spend at the music store?,Dan joined his school's band. He bought a clarinet for $ 130.30 and a song book which was $ 11.24. Dan found $ 12.32 in his pocket. How much did Dan spend at the music store?,5,1,1,2,174,B. 100<=x<200
x=+9.46+9.56,19.02,"Tom bought a skateboard for $ 9.46 and spent $ 9.56 on marbles. Tom also spent $ 14.50 on shorts. In total, how much did Tom spend on toys?","Tom bought a skateboard for $ 9.46 and spent $ 9.56 on marbles. Tom also spent $ 14.50 on shorts. In total, how much did Tom spend on toys?",4,1,1,2,139,B. 100<=x<200
x=+1.08+4.8,5.88,Mary got fast food for lunch. Mary spent $ 1.08 on soup and $ 4.80 on a salad. Mary paid with a 20 dollar bill. What was the total of the lunch bill?,Mary got fast food for lunch. Mary spent $ 1.08 on soup and $ 4.80 on a salad. Mary paid with a 20 dollar bill. What was the total of the lunch bill?,3,1,1,2,149,B. 100<=x<200
x=+118.54+106.33,224.87,"For his car, Mike spent $ 118.54 on speakers and $ 106.33 on new tires. Mike wanted 3 CD's for $ 4.58 but decided not to. In total, how much did Mike spend on car parts?","For his car, Mike spent $ 118.54 on speakers and $ 106.33 on new tires. Mike wanted 3 CD's for $ 4.58 but decided not to. In total, how much did Mike spend on car parts?",5,1,1,2,169,B. 100<=x<200
x=+13.6+5.06,18.66,Tom purchased a Batman game for $ 13.60 and a Superman game for $ 5.06. Tom already owns 2 games. How much did Tom spend on video games?,Tom purchased a Batman game for $ 13.60 and a Superman game for $ 5.06. Tom already owns 2 games. How much did Tom spend on video games?,4,1,1,2,136,B. 100<=x<200
x=+15+14.82+12.51,42.33,"Joan spent $ 15 on shorts and $ 14.82 on a jacket and $ 12.51 on a shirt. She went to 3 shops. In total, how much money did Joan spend on clothing?","Joan spent $ 15 on shorts and $ 14.82 on a jacket and $ 12.51 on a shirt. She went to 3 shops. In total, how much money did Joan spend on clothing?",4,1,2,2,147,B. 100<=x<200
x=+149.16+9.98+4.14,163.28,"Joan joined her school's band. She bought a trumpet for $ 149.16, a music tool for $ 9.98 and a song book which was $ 4.14. Joan found $ 8.65 in her pocket. How much did Joan spend at the music store?","Joan joined her school's band. She bought a trumpet for $ 149.16, a music tool for $ 9.98 and a song book which was $ 4.14. Joan found $ 8.65 in her pocket. How much did Joan spend at the music store?",5,1,2,2,200,C. x>=200
x=+6.95+7.9+7.73,22.58,"Melanie bought a Batman game for $ 6.95, a strategy game for $ 7.90 and a Superman game for $ 7.73. Melanie already owns 4 games. How much did Melanie spend on video games?","Melanie bought a Batman game for $ 6.95, a strategy game for $ 7.90 and a Superman game for $ 7.73. Melanie already owns 4 games. How much did Melanie spend on video games?",3,1,2,2,172,B. 100<=x<200
x=+6.51+5.79+12.51,24.81,"Keith spent $ 6.51 on a rabbit toy, $ 5.79 on pet food and a cage cost him $ 12.51. He found a dollar bill on the ground. What was the total cost of Keith's purchases?","Keith spent $ 6.51 on a rabbit toy, $ 5.79 on pet food and a cage cost him $ 12.51. He found a dollar bill on the ground. What was the total cost of Keith's purchases?",4,1,2,1,167,B. 100<=x<200
x=+136.01+139.38+112.46,387.85,"Keith spent $ 136.01 on speakers, $ 139.38 on a CD player and $ 112.46 on new tires. He wanted 3 CD's for $ 6.16, but did n't buy them. In total, how much did he spend?","Keith spent $ 136.01 on speakers, $ 139.38 on a CD player and $ 112.46 on new tires. He wanted 3 CD's for $ 6.16, but did n't buy them. In total, how much did he spend?",5,1,2,2,168,B. 100<=x<200
x=+14.88+5.86+4.88,25.62,"Joan bought toy cars for $ 14.88, a skateboard for $ 4.88 and got toy trucks for $ 5.86. She spent $ 14.55 on pants. In total, how much did Joan spend on toys?","Joan bought toy cars for $ 14.88, a skateboard for $ 4.88 and got toy trucks for $ 5.86. She spent $ 14.55 on pants. In total, how much did Joan spend on toys?",4,1,2,2,159,B. 100<=x<200
x=+6+52,58,"After paying 6 dollars for the pie, Mary has 52 dollars, her friend has 43 dollars. How much money did she have before buying the pie?","After paying 6 dollars for the pie, Mary has 52 dollars, her friend has 43 dollars. How much money did she have before buying the pie?",2,0,1,2,134,B. 100<=x<200
x=+60-46,14,There were 46 bales of hay in the barn and 32 bales in the shed. Tom stacked bales in the barn today. There are now 60 bales of hay in the barn. How many bales did he store in the barn?,There were 46 bales of hay in the barn and 32 bales in the shed. Tom stacked bales in the barn today. There are now 60 bales of hay in the barn. How many bales did he store in the barn?,2,0,1,2,185,B. 100<=x<200
x=+7-2,5,Mary is baking a cake. The recipe calls for 7 cups of flour and 3 cups of sugar. She already put in 2 cups of flour. How many cups of flour does she need to add?,Mary is baking a cake. The recipe calls for 7 cups of flour and 3 cups of sugar. She already put in 2 cups of flour. How many cups of flour does she need to add?,1,0,1,2,161,B. 100<=x<200
x=+86-23,63,Last week Fred had 23 dollars and Jason had 46 dollars. Fred washed cars over the weekend and now has 86 dollars. How much money did Fred make washing cars?,Last week Fred had 23 dollars and Jason had 46 dollars. Fred washed cars over the weekend and now has 86 dollars. How much money did Fred make washing cars?,2,0,1,2,156,B. 100<=x<200
x=+95-31,64,There are 31 short trees and 32 tall trees currently in the park. Park workers will plant short trees today. When the workers are finished there will be 95 short trees in the park. How many short trees did the workers plant today?,There are 31 short trees and 32 tall trees currently in the park. Park workers will plant short trees today. When the workers are finished there will be 95 short trees in the park. How many short trees did the workers plant today?,2,0,1,2,230,C. x>=200
x=+15-9,6,There were 9 red orchids and 3 white orchids in the vase. Sally cut some red orchids from her flower garden. There are now 15 red orchids in the vase. How many red orchids did she cut?,There were 9 red orchids and 3 white orchids in the vase. Sally cut some red orchids from her flower garden. There are now 15 red orchids in the vase. How many red orchids did she cut?,2,0,1,2,184,B. 100<=x<200
x=+61-24,37,Sara had 24 peaches and 37 pears at her fruit dish. She went to the orchard and picked peaches. There are now 61 peaches. How many did she pick?,Sara had 24 peaches and 37 pears at her fruit dish. She went to the orchard and picked peaches. There are now 61 peaches. How many did she pick?,2,0,1,2,144,B. 100<=x<200
x=+72-28,44,Joan found 72 seashells and 12 starfishes on the beach. She gave Alyssa some of her seashells. She has 28 seashell. How many seashells did she give to Alyssa?,Joan found 72 seashells and 12 starfishes on the beach. She gave Alyssa some of her seashells. She has 28 seashell. How many seashells did she give to Alyssa?,2,0,1,2,158,B. 100<=x<200
x=+6+3,9,There are 6 pencils and 7 rulers in the drawer. Benny placed 3 pencils in the drawer. How many pencils are now there in total?,There are 6 pencils and 7 rulers in the drawer. Benny placed 3 pencils in the drawer. How many pencils are now there in total?,1,0,1,2,126,B. 100<=x<200
x=+3+4,7,Sara has 3 green and 5 red marbles. Tom has 4 green marbles. How many green marbles do they have in total?,Sara has 3 green and 5 red marbles. Tom has 4 green marbles. How many green marbles do they have in total?,1,0,1,2,106,B. 100<=x<200
x=+9+8,17,Joan grew 8 watermelons and 4 turnips. Tom grew 9 watermelons. How many watermelons did they grow in total?,Joan grew 8 watermelons and 4 turnips. Tom grew 9 watermelons. How many watermelons did they grow in total?,1,0,1,2,107,B. 100<=x<200
x=+9+2,11,There are 2 maple trees and 5 popular trees currently in the park. Park workers will plant 9 maple trees today. How many maple trees will the park have when the workers are finished?,There are 2 maple trees and 5 popular trees currently in the park. Park workers will plant 9 maple trees today. How many maple trees will the park have when the workers are finished?,1,0,1,2,182,B. 100<=x<200
x=+2+5,7,"Mary found 2 seashells and Keith found 5 seashells on the beach. When they cleaned them, they discovered that 9 were cracked. How many seashells did they find together?","Mary found 2 seashells and Keith found 5 seashells on the beach. When they cleaned them, they discovered that 9 were cracked. How many seashells did they find together?",1,0,1,2,168,B. 100<=x<200
x=+8+7,15,Mike picked 8 pears and Jason picked 7 pears from the pear tree. Fred picked 6 apples from the apple tree. How many pears were picked in total?,Mike picked 8 pears and Jason picked 7 pears from the pear tree. Fred picked 6 apples from the apple tree. How many pears were picked in total?,1,0,1,2,143,B. 100<=x<200
x=+9+3,12,Tim had 7 quarters and 9 nickels in his bank. His dad gave him 3 nickels and 5 pennies. How many nickels does Tim have now?,Tim had 7 quarters and 9 nickels in his bank. His dad gave him 3 nickels and 5 pennies. How many nickels does Tim have now?,1,0,1,2,123,B. 100<=x<200
x=+7+5,12,A restaurant served 7 slices of pie during lunch and 5 during dinner today. It served 8 of them yesterday. How many slices of pie were served today?,A restaurant served 7 slices of pie during lunch and 5 during dinner today. It served 8 of them yesterday. How many slices of pie were served today?,1,0,1,2,148,B. 100<=x<200
x=+4+9,13,"Tom went to 4 hockey games this year, but missed 7. He went to 9 games last year. How many hockey games did Tom go to in all?","Tom went to 4 hockey games this year, but missed 7. He went to 9 games last year. How many hockey games did Tom go to in all?",1,0,1,2,125,B. 100<=x<200
x=+6+2,8,Sam's dog had puppies and 8 had spots. He gave 2 to his friends. He now has 6 puppies. How many puppies did he have to start with?,Sam's dog had puppies and 8 had spots. He gave 2 to his friends. He now has 6 puppies. How many puppies did he have to start with?,1,0,1,2,130,B. 100<=x<200
x=+6+3+7,16,"Mike picked 7 apples, Nancy picked 3 apples and Keith picked 6 apples and 4 pears, at the farm. How many apples were picked in total?","Mike picked 7 apples, Nancy picked 3 apples and Keith picked 6 apples and 4 pears, at the farm. How many apples were picked in total?",1,0,2,2,133,B. 100<=x<200
x=+7+5+4,16,There are 7 dogwood trees currently in the park. Park workers will plant 5 dogwood trees today and 4 dogwood trees tomorrow. It took 8 workers to finish the work. How many dogwood trees will the park have when the workers are finished?,There are 7 dogwood trees currently in the park. Park workers will plant 5 dogwood trees today and 4 dogwood trees tomorrow. It took 8 workers to finish the work. How many dogwood trees will the park have when the workers are finished?,1,0,2,2,235,C. x>=200
x=+5+4+7,16,Dan's cat had kittens and 5 had spots. He gave 7 to Tim and 4 to Jason. He now has 5 kittens. How many kittens did he have to start with?,Dan's cat had kittens and 5 had spots. He gave 7 to Tim and 4 to Jason. He now has 5 kittens. How many kittens did he have to start with?,1,0,2,2,137,B. 100<=x<200
x=+7+6+4,17,There are 7 crayons in the drawer and 6 crayons on the desk. Sam placed 4 crayons and 8 scissors on the desk. How many crayons are now there in total?,There are 7 crayons in the drawer and 6 crayons on the desk. Sam placed 4 crayons and 8 scissors on the desk. How many crayons are now there in total?,1,0,2,2,150,B. 100<=x<200
x=+7+9+2,18,Sally had 8 pennies and 7 nickels in her bank. Her dad gave her 9 nickels and her mother gave her 2 nickels. How many nickels does Sally have now?,Sally had 8 pennies and 7 nickels in her bank. Her dad gave her 9 nickels and her mother gave her 2 nickels. How many nickels does Sally have now?,1,0,2,2,146,B. 100<=x<200
x=+9+8+7,24,Nancy went to 9 football games this month. She went to 8 games last month and plans to go to 7 games next month. She paid 3 dollars for the tickets. How many games will she attend in all?,Nancy went to 9 football games this month. She went to 8 games last month and plans to go to 7 games next month. She paid 3 dollars for the tickets. How many games will she attend in all?,1,0,2,2,187,B. 100<=x<200
x=+6+8+7,21,"Keith found 6 seashells, Jessica found 8 seashells and Tim found 7 seashells on the beach. When they cleaned them, they discovered that 3 were cracked. How many seashells did they find together?","Keith found 6 seashells, Jessica found 8 seashells and Tim found 7 seashells on the beach. When they cleaned them, they discovered that 3 were cracked. How many seashells did they find together?",1,0,2,2,194,B. 100<=x<200
x=+2+9+4,15,"Nancy grew 2 onions, Dan grew 9 onions and Mike grew 4 onions. They worked for 6 days on the farm. How many onions did they grow in total?","Nancy grew 2 onions, Dan grew 9 onions and Mike grew 4 onions. They worked for 6 days on the farm. How many onions did they grow in total?",1,0,2,2,138,B. 100<=x<200
x=+5+6+7,18,"Fred has 5 yellow balloons, Sam has 6 yellow balloons and Mary has 7 yellow balloons. The balloons cost 5 dollars. How many yellow balloons do they have in total?","Fred has 5 yellow balloons, Sam has 6 yellow balloons and Mary has 7 yellow balloons. The balloons cost 5 dollars. How many yellow balloons do they have in total?",1,0,2,2,162,B. 100<=x<200
x=+7+9+4,20,A restaurant served 4 pies during lunch and 9 during dinner today. The restaurant served 7 pies and 2 pizzas yesterday. How many pies were served in total?,A restaurant served 4 pies during lunch and 9 during dinner today. The restaurant served 7 pies and 2 pizzas yesterday. How many pies were served in total?,1,0,2,2,155,B. 100<=x<200
x=+37+13,50,"Tim found 37 seashells and Sally found 13 seashells on the beach. When they cleaned them, they discovered that 25 were cracked. How many seashells did they find together?","Tim found 37 seashells and Sally found 13 seashells on the beach. When they cleaned them, they discovered that 25 were cracked. How many seashells did they find together?",2,0,1,2,170,B. 100<=x<200
x=+33+15,48,Tom had 27 pennies and 15 dimes in his bank. His dad gave him 33 dimes and 49 nickels. How many dimes does he have now?,Tom had 27 pennies and 15 dimes in his bank. His dad gave him 33 dimes and 49 nickels. How many dimes does he have now?,2,0,1,2,119,B. 100<=x<200
x=+39+13,52,There are 39 scissors and 22 pencils in the drawer. Dan placed 13 scissors in the drawer. How many scissors are now there in total?,There are 39 scissors and 22 pencils in the drawer. Dan placed 13 scissors in the drawer. How many scissors are now there in total?,2,0,1,2,131,B. 100<=x<200
x=+16+21,37,Sam has 16 blue and 25 green balloons. Alyssa has 21 blue balloons. How many blue balloons do they have in all?,Sam has 16 blue and 25 green balloons. Alyssa has 21 blue balloons. How many blue balloons do they have in all?,2,0,1,2,111,B. 100<=x<200
x=+22+13,35,There are 22 orchid bushes and 40 orange trees currently in the park. Park workers will plant 13 orchid bushes today. How many orchid bushes will the park have when the workers are finished?,There are 22 orchid bushes and 40 orange trees currently in the park. Park workers will plant 13 orchid bushes today. How many orchid bushes will the park have when the workers are finished?,2,0,1,2,190,B. 100<=x<200
x=+33+23,56,Mary had 33 Pokemon cards and 6 were torn. Sam gave Mary 23 new Pokemon cards. How many Pokemon cards does Mary have now?,Mary had 33 Pokemon cards and 6 were torn. Sam gave Mary 23 new Pokemon cards. How many good Pokemon cards does Mary have now?,2,0,1,2,126,B. 100<=x<200
x=+14+41,55,Mary picked 14 oranges and Jason picked 41 oranges. Keith picked 38 apples. How many oranges were picked in all?,Mary picked 14 oranges and Jason picked 41 oranges. Keith picked 38 apples. How many oranges were picked in all?,2,0,1,2,112,B. 100<=x<200
x=+11+37,48,Jason grew 37 watermelons and 30 pumpkins. Sandy grew 11 watermelons. How many watermelons did they grow in total?,Jason grew 37 watermelons and 30 pumpkins. Sandy grew 11 watermelons. How many watermelons did they grow in total?,2,0,1,2,114,B. 100<=x<200
x=+15+39,54,"Mike went to 15 basketball games this year, but missed 41. He went to 39 games last year. How many basketball games did Mike go to in total?","Mike went to 15 basketball games this year, but missed 41. He went to 39 games last year. How many basketball games did Mike go to in total?",2,0,1,2,140,B. 100<=x<200
x=+17+27+19,63,Melanie had 10 quarters and 17 pennies in her bank. Her dad gave her 27 pennies and her mother gave her 19 pennies. How many pennies does Melanie have now?,Melanie had 10 quarters and 17 pennies in her bank. Her dad gave her 27 pennies and her mother gave her 19 pennies. How many pennies does Melanie have now?,2,0,2,2,155,B. 100<=x<200
x=+24+42+13,79,"Joan grew 24 pumpkins, Keith grew 42 pumpkins and Alyssa grew 13 pumpkins. They worked for 34 days on the farm. How many pumpkins did they grow in all?","Joan grew 24 pumpkins, Keith grew 42 pumpkins and Alyssa grew 13 pumpkins. They worked for 34 days on the farm. How many pumpkins did they grow in all?",2,0,2,2,151,B. 100<=x<200
x=+18+26+40,84,Mary had 18 baseball cards and 8 were torn. Fred gave Mary 26 new baseball cards. Mary bought 40 baseball cards. How many baseball cards does Mary have now?,Mary had 18 baseball cards and 8 were torn. Fred gave Mary 26 new baseball cards. Mary bought 40 baseball cards. How many good baseball cards does Mary have now?,2,0,2,2,161,B. 100<=x<200
x=+11+13+15,39,"Alyssa went to 11 soccer games this year, but missed 12. She went to 13 games last year and plans to go to 15 games next year. How many soccer games will Alyssa go to in all?","Alyssa went to 11 soccer games this year, but missed 12. She went to 13 games last year and plans to go to 15 games next year. How many soccer games will Alyssa go to in all?",2,0,2,2,174,B. 100<=x<200
x=+48+30+39,117,There are 48 erasers in the drawer and 30 erasers on the desk. Alyssa placed 39 erasers and 45 rulers on the desk. How many erasers are now there in total?,There are 48 erasers in the drawer and 30 erasers on the desk. Alyssa placed 39 erasers and 45 rulers on the desk. How many erasers are now there in total?,2,0,2,2,155,B. 100<=x<200
x=+47+37+25,109,There are 47 orchid bushes currently in the park. Park workers will plant 37 orchid bushes today and 25 orchid bushes tomorrow. It took 35 workers to finish the work. How many orchid bushes will the park have when the workers are finished?,There are 47 orchid bushes currently in the park. Park workers will plant 37 orchid bushes today and 25 orchid bushes tomorrow. It took 35 workers to finish the work. How many orchid bushes will the park have when the workers are finished?,2,0,2,2,239,C. x>=200
x=+10+46+16,72,"Fred has 10 red balloons, Sam has 46 red balloons and Dan has 16 red balloons. The balloons cost 10 dollars. How many red balloons do they have in all?","Fred has 10 red balloons, Sam has 46 red balloons and Dan has 16 red balloons. The balloons cost 10 dollars. How many red balloons do they have in all?",2,0,2,2,151,B. 100<=x<200
x=+45+23+32,100,"Mary found 45 seashells, Melanie found 23 seashells and Jason found 32 seashells on the beach. When they cleaned them, they discovered that 31 were cracked. How many seashells did they find together?","Mary found 45 seashells, Melanie found 23 seashells and Jason found 32 seashells on the beach. When they cleaned them, they discovered that 31 were cracked. How many seashells did they find together?",2,0,2,2,199,B. 100<=x<200
x=+36+32+35,103,"Fred picked 36 limes, Alyssa picked 32 limes and Nancy picked 35 limes and 18 pears, at the farm. How many limes were picked in total?","Fred picked 36 limes, Alyssa picked 32 limes and Nancy picked 35 limes and 18 pears, at the farm. How many limes were picked in total?",2,0,2,2,134,B. 100<=x<200
x=+79-32,47,"Benny received 79 dollars and 9 movie tickets for his birthday. He went to a sporting goods store and bought a baseball glove, baseball and bat. He had 32 dollars over, how much did he spent on the baseball gear?","Benny received 79 dollars and 9 movie tickets for his birthday. He went to a sporting goods store and bought a baseball glove, baseball and bat. He had 32 dollars over, how much did he spent on the baseball gear?",2,0,1,2,212,C. x>=200
x=+54-43,11,There are 43 maple trees and 22 orange trees currently in the park. Park workers will plant maple trees today. When the workers are finished there will be 54 maple trees in the park. How many maple trees did the workers plant today?,There are 43 maple trees and 22 orange trees currently in the park. Park workers will plant maple trees today. When the workers are finished there will be 54 maple trees in the park. How many maple trees did the workers plant today?,2,0,1,2,232,C. x>=200
